text,toxic
BBC Now reporting her death http://www.bbc.co.uk/news/world-us-canada-12143774 - PJ,0
"I moved the list to here. I added the  tag, so why won't it hide?!",0
The part I removed was very much un-encyclopedic. Thanks for trying to keep wikipedia full of Jewish apologism and sugarcoating.,0
REDIRECT Wikipedia talk:WikiProject Deaf,0
"Time for a Peer Review!
It is now time for another peer review. In particular, I am interested to see opinions regarding whether the current article is overly biased in favor of the subject. At the same time, I think that it is necessary to establish for the reader why this particular individual is important. After all, it is quite a lot to read.  Although I think that we have incorporated a good criticism section, I want to ensure that this article reads like an encyclopedia article rather than a fan page.",0
"""
 You have a foreign terminology. A NAP consistent libertarian society has no reason to call its membership fees """"taxes"""" or to call its acting to NAP """"state"""". You are confused.  """,0
"The force is strong in this one
I have a feeling this article could have great potential. I'll probably work on it in the future, but we need some sort of way of getting it more noticed. The PSP homebrew scene is quite large, and as such, this could provide for a large article.",0
"That is my opinion. But note that I am not really active on ITN right now. And major stories are covered on ITN, but the bar seems to be extraordinarily high when the event is part of an ongoing process, such as the Syrian rebellion.  | talk",0
"To disrespectful and ignorant Iryna Harpy 

http://www.semana.com/especiales/articulo/los-suizos/81649-3
https://www.helvetia.edu.co/index.php/nosotros/historia
http://www.bogotaturismo.gov.co/pagina-area/diversion
http://www.banrepcultural.org/bogot/biblioteca-luis-ngel-arango/sala-de-audiovisuales/auditorio/evento/ernst-r-thlisberger-una-vis
http://www.geoatico.net/recursos/exp_helvetica/cronica_secundaria.pdf

etc.

Also, I'd suggest you read a bit on the British Legion presence in the Colombia area, the English-influenced neighbourhood in large parts of Bogota as a result of affluent English families settling in during the first half of the last century let alone all the immigration influx during the earlier centuries, etcetera, etcetera, etcetera. 

The Swiss and British input is far more noticeable than others, that's why at the end of the sentence you see 'amongst others'. 

And also, what does African peoples have to do with WHITE Colombians. You would expect other white peoples pages to be linked with the White Colombian page.",0
"To  I finished the draft on fermentation process and sent it to your talk pages. Can you have a look, revise as you want, and decide whether to upload it?",0
"""Tmbox
  | type  = style
  | image = 
  | text  = 
Please come to IRC.  '''By the looks of your question, I think it would be best to have you log on to IRC. IRC stands for """"Internet Relay Chat"""", which allows for real-time text-based communication with other users. This way, in addition to the help I can provide, I can get others on #wikipedia-en-help to help you, as well. Here is a web based IRC client, so you don't have to download anything to talk to us! See you there!
""",0
unblock-He is a pompous git!,1
"Sockpuppets 

Please refrain from placing additional sockpuppet tags on User accounts, as your actions can be considered vandalism per Wikipedia policy. You are already under high suspect as being a sockpuppet of a user currently waiting under a 24 hour ban; any actions you take that may encourage such suspicions will not work out well on your part.",0
"OTRS comment 

Not sure if you were aware of it or not, but we have the  template specifically for this purpose.",0
"""

 Removed text from article 
You're right the history section needs serious work.  I have removed it from the article because, I believe, it is a lot of conjecture.  It certainly doesn't jive with what I've read on the subject, and goes contrary to information found in referenced articles, for example country dance originating in frontier towns.  I would suggest that the country dance section of the folk dance article is read carefully.  

I would also suggest that careful citing of references in this history section will make it a lot better.  What happened to the role of the """"dance master"""", and of """"recorded music""""?  These are both important aspects of the caller's history.

It's a little too hit-and-miss for my taste.   

History
The role of the dance caller or cuer came out of necessity, given the origins of folk dance in America, but also in various cultures throughout the world.

In America, you can find many examples throughout history of frontier towns (where country dance originated) having people with traditions and dance styles from all over the world.  It was customary for people, when they finished work for the day, or when the week was over, to relax and go to a community dance event.  Everyone from town came.

Having people, however, from all sorts of different cultures caused problems.  People from one culture would know a certain type of music, or certain steps; and while there was some overlap in a few cases, the different steps were very confusing to those who didn't know the dances.  Also confusing was the fact that even in the case of overlap between cultures, the steps had differing names.

Thus, the country dance caller was created out of necessity.  Rather than only the dances they knew from each caller, someone was called upon (or more often just came about in an effort to help everyone have a good time) who learned the dances and steps of everyone, and each town created their own list of dance steps.

As towns expanded, and people travelled, these new callers (named such because they called out what you were to do next in each dance) were able to learn from each other and each other's styles to the point where, modernly, there is a full Callerlab devoted to maintaining a list of proper square dance calls, integrating new calls and styles of dance, and generally supporting and promoting new ideas in square dance calling, as well as up-and-coming callers.""",0
"""==This is a disambiguation slash """"name meaning"""" page==
I know that a disambiguation ought to be purer than that, but the extroneous information here doesn't warrant a separate article (and probably never will  what more is there to say than that it's a pet name?).  Thanks,   """,0
I like that approach. It seems to be completely in line with Wikipedia values and policies.,0
"""I attempted to edit the """"promotion"""" section of this article to explain that recorded music sales dropped 50% from the inception of Napster (and its progeny) in 1999 through 2009, but it was reverted out by several Wikibullies, who do not want that fact set forth. I also disputed the use of the term """"sharing,"""" which is a misnomer. Sharing is a computer concept whereby a network of computers share access so that computer A can access a file on computer B, but the file remains resident on computer B. Copying is a simple concept whereby the file on computer B is copied to computer B. Napster was designed to facilitate copying, but the proponents of Napster called it """"sharing"""" for propaganda purposes, since the unauthorized copying of a copyrighted work is a civil and criminal offense and morally wrong. """"Sharing"""" sounds like something your elementary school teacher wanted you to do. If you share a sandwich, the other person eats half of your sandwich. If you log onto a so-called """"file-sharing"""" system, the other person copies your song, but you keep your copy, too. The Courts held that Napster was a giant copyright infringement. However, it was very popular and still has many proponents on Widipedia, who still insist on calling it """"sharing"""" and don't want the fact that their """"sharing"""" wiped out the music industry (and a lot of recording arists with it), because that makes them immoral people. Now they add CENSORSHIP to their bad acts.   

""",0
"No. It's an image of Sellers in character, rather than of the man himself (and one of his lesser-known characters from his lesser known films too). It's down to a matter of opinion, but if you want the first image people see of Sellers to be something that looks like a pomaded pimp, then I'm not sure what image you have in your mind of him really! -",0
"""

 Please do not vandalize pages, as you did with this edit to The Tyra Banks Show. If you continue to do so, you will be blocked from editing.    """,0
"Wasn't Protocols Of The Elders Of Zion put together by dear Mr. Henry Ford, and then large quantities of it shipped to Nazi-Germany? That does tell you something about where these 'anti-semitic conspiracy theories' originated not - not from Hitler, that's for sure. I take it you will have to look more in the area of Madison Grant, Charles Davenport, Henry Ford, and all the other nice American industrialists who wrote most of the eugenic literature in the early 20th century.

Charles Davenport even received a letter from a Jewish member of some editorial board concerning a racial hygiene board - previously this Jewish doctor had been considered for an editorial role on some German racial hygiene theory - but guess what - the Nazis didn't tell him he was soon about to become 'racially unfit' too. Talk about having some of your own medicine. Anyway, he wrote a letter to Charles Davenport pleading for him to denounce the Nazis' action. Guess what - not only did he NOT REPLY, but he also had leading positions on that same German magazine's editorial board a year later.

American business interests have sure been successful in keeping their dirty secrets well hidden from public consumption and the 'news'. (BTW, all this is sourced and backed up with official documents. Just read Edwin Black's War Against The Weak)84.28.82.149",0
"Ho ho, you fucking twats really do make me laugh. 46.37.55.80",1
"""
Yeah I saw. I'm assuming stupidity here. Next upload I'll block without regret.   talk """,1
"Hail Vintagekits, he prospers while you fail. You will never defeat him!",0
LOL!! Really I'm having a ball with this nut!!,1
"""

""""To these authors an Islamophobic position typically encompasses the belief that Islam intrinsically promotes religious fanaticism, violent tendencies towards non-Muslims, terrorism, and that Islam is intrinsically hostile to concepts such as equality, tolerance, democracy and human rights.""""

Islam does intrinsically promote religious fanaticism, does promote violence and ill-feeling towards non-Muslims, does seem to spawn many terrorists, and is intrinsically hostile to concepts such as equality, tolerance, democracy and human rights.

I thought a phobia was an irrational fear of something. 

I admit that I do fear Islam, the belief system, but I don't consider this a phobia. It seems quite rational to me. I just don't want to see many more countries becoming anything like Iran, with sinners being put to death for commiting """"crimes"""" that are merely breaches of Islam. 

Islam does seem to promote a desire to do away with secular democracies and impose Islam as a form of government. Muslims somehow manage to evoke more uneasiness in me even than George Bush and his loony Fundamentalist Christian friends.

Religion is such a scourge on our species. Killing each other over invisible dieties who don't even exist. Dumb.""",1
"It occurred to me that I regard the EU as independent of the national governments (to a degree) and thus class both it and the ECB as similar independent entities which get on with it by themselves. Thus I was not especially considering whether the ECB is independent of the EU or not, that being irrelevant. Both are organisations which form part of the wider 'EU' which is what we have written about in this article, not simply the definition in the treaty on european union. My primary consideration is to what extent any of these organisations are independent of the member states, not of each other. My impression also was that the independence/non integration of the ECB with the EU had a lot to do with the way it evolved as an institution which states signed up to one by one, rather than as a EU whole.",0
"Tiger Woods is not asian 

Why is Tiger Woods in the picture box representing asian peoples?
He is of mixed race, and as much African as he is Asian.
He would be better placed representing mixed people of America.
He should be removed.",0
"""
Kept getting bumped out.  Not sure why.   talk """,0
"Intended modern slavery edit 

   I just wanted to let those interested know that I intend to place a note on the Haiti Republic page regarding Haiti's statistics on the global issue of modern slavery. I believe the edit to be objective and in the interests of futhering human rights in Haiti. Should there be objections on the basis of undue weight or similar, please let me know.",0
"conversation 

how are you confusing talking with vandalizing?",0
"chynks 

 cockass 
ya umm hello you goth raghead chynk slyin eyed son of a bitch
remember me?
ya chrome dome bastard",1
"For future reference, there is discussion here that seems topical.",0
"Location of accident
This WP article has the M40 as the location of the incident in which Dearden died; the article in MacFarlane's book suggests the M1.",0
"Though he is a tyrant, the way Bush Administration executed him using the Iraq's puppet Government is worse the Saddam's tyranny.",0
"I believe this refers to the clinical trial of arbaclofen, which I think is a variant of Baclofen, for the treatment of Autism by the company Seaside. Reference here: http://www.nytimes.com/2013/06/07/business/an-experimental-drugs-bitter-end.html?hp&_r=0 18.93.14.48",0
"""

Like many of the so-called """"sources"""" that infect Rebublican articles, the views of Jack Holland and the Irish Echo hardly count as authoritative and independent. It's just as likely he fell over whilst planting an IED or shot himself. I think we need to get real here; these pages don't """"belong"""" to Republicans, Wikipedia just doesn't work that way. At least it shouldn't; but your campaigns show it can be manipulated in that fashion by a determined group and at the moment, you are winning as the admins vacillate too much and are too weak to resist you all. Well done!  """,0
"You can cut it out with the spam. I only made one violation, get off your high horse. 66.55.141.100",0
get a life you stupid wikipedia nerd seriosly who deletes peoples stuff all day,1
"Shut up, I fucked your mom's pussy good.",1
"Delete. New-adult fiction sounds like college agers' fiction to me, from age sixteen to grad school scholar.",0
""":How about this  President is first search result under the word """"failure"""" for Google -) εαίδεια* 

""",0
"""
 We should be very careful here with our choice of secondary sources, because of the potential of bias in interpreting the report's findings. the way we summarize the findings is also crucial. The way it is currently stated """"that witnesses who contradicted Wilson were not credible, that evidence and credible witnesses corroborated Wilson's account"""" is not acceptable, IMO. -   (talk) """,0
"Ping: User talk:Born2cycle 

I thought you might want to know that you have replies at User talk:Born2cycle, if you weren’t watching the page. Cheers. —174.141.182.82",0
"I'm sorry, I didn't know. 65.78.144.203",0
"a search for Monobasic Potassium Phosphate doesn't lead to this page, but I don't know how to fix that.",0
"""::::::::::Wow, way to keep pulling StrawMen out of thin air. I'm not sure whether you've honestly confused me with somebody else, or whether you just loosened your last little screw? Anyway, you don't seem to see the (almost humorous) irony in the fact that there is no article of its own for Saddlebacking because you are the person with a Conflict Of Interest as an actual paying member of the SaddleBackChurch who specifically edit-warred in opposition to creation of that article. If it weren't so funny, it would be sad. Actually, it is sad. It's sad because i'm wasting my time arguing about things i don't even care about. I don't care about cults or their rubes, i don't care about marriages or traditional social conformity, and i don't care about the very concepts of virginity, matrimony, and heterosexuality which are all wound up in the controversies which Warren chooses to exploit for the sake of his professional charlatanism. So really, what does it even matter... i'm only arguing at this point because on principle i don't believe your COI should be allowed to stand in these situations where edits are reverted or obstructed. I find the whole matter of staying civil to you in the face of your well-proven COI and weird strawmen from outofyournetherlymysteries to be sort of a comical challenge. It's too bad you wind up wasting the time of others who could be better spending their time working on articles about something educational or fun.  Talk ~  4-1-1 

""",0
"hey

I'm trying to get him to quit but hes harrasing me and he wont stop putting spoilers into the page can you help me?",0
"KIMEP University 

The Kazakhstan Institute of Management, Economics and Strategic Research (KIMEP) has officially changed its name to KIMEP University. Change in KIMEP's Status. This needs to be reflected in the article about the university.",0
"Your Fired Match 

I read about Kelly Kelly facing Vickie Guerrero in a Your Fired match, I just posted it, hopeful, wikipedia will keep it.",0
"RFK Memorial Bridge 

I should send an advisory to ADMINS, since I can't edit: there are people out there who are angry that the Triborough Bridge has been renamed the Robert F. Kennedy Memorial Bridge and are constantly changing it back to Triborough, these need to be reversed almost on a bi-hourly basis.",0
"see post in mistaken edit in LEVY 

Wikipedia is not easy to use, and its rotten evil authorities are like vultures who accuse abuse and threaten their holy ground encylcopedia when they judge it as they choose to judge, whether it be they feel in the wrong topic or simply contrary to their own worship of secular doctrine. This is not a free forum, they lie.
What i have written is a sincere growth of knowledge i have studied, and they stand up like they are rulers just like the chat rooms do, haha, including all the porn chats. How digusting they should have the same souls as such persons.",0
"""

 Please do not vandalize pages, as you did with this edit to Zane. If you continue to do so, you will be blocked from editing.  '''rolls''' """,0
place {{Wikipedia:WikiProject History/Outreach/Userbox1}} on the page to display: (talk · contribs),0
""", 18 November 2005 (UTC)
 Come on, Panache, your attack is not good faith. I certainly do beleive that discrimination is a major factor in these riots. There are many serious sources stating this. Therefore I would certainly support putting something about """"discrimination"""" in the opening sentence.  10:42""",0
i hate you dai pritchard,1
"Hello there, I haven't contacted any other users, but I think this is how I supposed to do it; correct me if wrong. I got Jounin from the Japanese version of Naruto. Jounin is the official spelling.",0
"Check us out 

Gatineau Park Protection Committee

Check us out at http://www.gatineauparc.ca/home_en.html",0
I am a paedophile. I molest disabled blind children,1
"""
Thanks for the support, but these judgments must be based in Wikipedia policy, and I don't see a shred of it in your comments. ― ☎ """,0
""":SSS108|talk]]-email 
The vandalism is currently continuing by user: 209.200.60.124. This person is removing court records, which are reputable sources that can be included in the article.  talk-email 

Hello

 

Dakota ~ has smiled at you! Smiles promote WikiLove and hopefully this alk""",0
"Archiving 

Just a note to say that the auto archiving of this page is working correctly, and all of the move discussion threads will get archived at the end of October. -",0
"""

 Now, we can be nice again. Talk| 
 

Talk| has smiled at you! Smiles promote WikiLove and hopefully this one has made your day better. Spread the WikiLove by smiling to someone else, whether it be someone you have had disagreements with in the past or a good friend. Smile at others by adding ,  or  to their talk page with a friendly message. Happy editing! """,0
"""
Your effort deserves the support of the community. Excellent!   talk   """,0
"==Grammar is hard to follow?

Isn't the complaint about the grammar being hard to follow just a PoV statement by someone with reading difficulties? Both the samples provided seemed clear enough to me. I didn't see any reference provided by a recognized authority stating there was anything unusual about the grammar used in this book. I've read it myself and never noticed any issues with readability. It seems fairly typical for a Simak book and a novel written in the 1960s.",0
"""

 Please do not remove all content from pages without explanation, as you did with this edit to Witch and Wizard. If you continue to do so, you will be blocked from editing.  •talk•trib """,0
"2007 (UTC)
You said it!  What a hack!   14:22, 15 April",0
"""==GA Review==

:This review is transcluded from Talk:Ventus (Kingdom Hearts)/GA2. The edit link for this section can be used to add comments to the review.

Reviewer:  (talk · contribs) 

Issues
""""Referred to"""" as...
""""Vanitas encourages Ventus to follow his friend Terra who he fears is in danger on his quest to find Xehanort."""" This might need to be split for clarity. The first his could refer to Vanitas or Ventus.
""""when Mickey reveals he has learned where Ventus' heart is, and that he searched for Terra, Aqua, and Ventus for the past ten years.""""
""""Nomura had only drawn the settings"""" settings as in back story and history? That was what needed to be clarified.
""""Wayward Wind"""" is the English localization right? Wayward Wind, known as (Nihongo Fresh breeze) in Japan.
"""" troubles designing"""" -> trouble designing the

I think this will be it then.  (Talk · Contribs) """,0
"""
I did not remove the """"Ramoji film city"""" claim at all, as it was supported by the Guinness website. But removed the remaining as they weren't cited using that site. You mean to say that you did not add the """"advert"""" tag to Tamil cinema, just check this. I'm not against any other topics, You say I'm a Telugu cinema hater, for your information, I am one of the top contributors of Chiranjeevi and Jayaprada and was manily responsible for the upgrade of those two. You can nominate Telugu cinema even for Featured Article, I clearly don't have any problems.  (Ping Me) """,0
"Contested deletion 

This page should not be speedy deleted as pure vandalism or a blatant hoax, because... We just made this as a school thing and i dont see why it is so bad. If it is this serious, you can delete it",0
"Heart failure 

I do not understand why you have repeatedly removed a piece of content from heart failure only because it was once referenced to a WebMD page. As you will have seen in the discussion on the ClinMed talk page, there is no need to remove the content (as per WP:ATT). I reverted you for good reason, and am somewhat annoyed that you could not follow this up with reasonable discussion instead.  | T@lk",0
"Why you Little...
I hope you get banned from Wikipedia someday! And you will! We will meet again you stupid Singaporan fool! But for now, I shall take my break from you, so long FOOL! HAHAHAHAHAHAHAHAHAHAHAHAHA! (Disapears into a puff of smoke).",1
"""  If your section is not titled appropriately, including no attacking, no aggressive or hostile or """"weasel words"""" such as """"motor vehicle"""", """"compliance"""", """"attorney"""", or """"respect"""", and an actual description of the actual thing you are actually talking about.  If you do not use an appropriate title then your comment will be deleted and 100% ignored in all ways, regardless of the reason for the comment, a staff position of the human or person making the comment, or any other reason whatsoever.  If you cannot title your section reasonably and descriptively, then your comment has not and does not exist.''""",0
"Talk page purpose 

If you wish to post something about improving the article at Talk:Solar roadways by all means please do.  This edit, however, is not about article improvement but rather its about corporate damage control and investor relations.  That means the intent is promotional, which is outside the scope of the talk page guidelines.  Note I have redacted corporate slams for the same reason.  We could have a great article if partisans stuck to our policy on WP:NPOV.  Please try harder and add whatever you wish - pro or con - that is relevant and supported by WP:Reliable sources.",0
"While I disagree with the rest of his changes, the last (regarding neck injury) is entirely possible. Most researchers currently agree that fibromyalgia is a neurological disorder, effectively heightening sensitivity to pain (as seen by increased levels of Substance P in the spinal cord, lowered levels of serotonin, and other abnormalities), which may or may not sometimes be triggered by neck injury. (Reference: )",0
"Aiii 

I expanded refs on",0
"Global Warming Controversy
Uncited and poor grammar yes. But please show me what is erroneous about that last post. Thanks.",0
"""== Nazi PUNKS not Nazi Skinheads... ==

To those of you who wish to contribute to this article, please refrain from entering in information pertaining to Skinheads. The point of this article is to show the difference between Nazi punks and Nazi skinheads and to show that Nazi punks exist within the punk subculture. These are two different subcultures and though people often mistakenly call racist skinheads """"Nazi punks"""" they aren't the same thing at all.

""",0
"Ready, to fuck up, any who oppose me.",1
"""

{{unblock|1=
Ruslik0 is incorrect in his block of me. I wasn't edit waring as defined by Wikipedia: I made one reversion of an edit today.

Furthermore, Ruslik0 is incorrect that I made a false accusation regarding the objective fact that Jeffro77 is engaging in vandalism: Jeffro77 replaced this entrywhich is very similar to the version that existed there since October 31, 2008, with some improvementswith this entry, giving the excuse in his edit summary of """"WP:FRINGE,"""" which doesn't even make sense as an explanation for his edits: i.e., deletion of a number of citations; deletion of the information on theologian Prof. Wolfhart Pannenberg's defense of the theology of the Omega Point Theory; etc. As well, there's no need for the large displayed quote, as the previous entry already stated that Prof. David Deutsch doesn't agree that the Omega Point is God; furthermore, Jeffro77's edit deletes the mention of the fact that Prof. Deutsch endorses the physics of the Omega Point Theory.

In addtion, Jeffro77's edit isn't even literate, as he give the following mangled citation to Prof. Deutsch: """"Chapter 14: """"The Ends of the Universe,"""" with additional comments by Frank J. Tipler; also available here"""". Whereas the version before was properly cited: """"David Deutsch, The Fabric of Reality: The Science of Parallel Universes—and Its Implications (London: Allen Lane The Penguin Press, 1997), ISBN 0713990619. Extracts from Chapter 14: """"The Ends of the Universe,"""" with additional comments by Frank J. Tipler; also available here and here.""""

As stated above, Jeffro77's excuse in his edit summary doesn't even make sense, as it doesn't explain why he would delete mention of Prof. Deutsch's endorsement of the physics of the Omega Point Theory, particularly since Jeffro77 himself called Deutsch an """"eminent physicist"""" in his own edit (i.e., that statement wasn't there before): of which argues against the notion that Jeffro77 considers the physics of the Omega Point Theory as fringe. Further, Jeffro77 deleted mention of the fact that Prof. Wolfhart Pannenberg, who is one of the leading theologians in the world, has defended the theology of the Omega Point Theory and Tipler's position that the Omega Point is consistent with the Judeo-Christian God.

Additionally, while Jeffro77's """"fringe"""" claim's aren't even relevant to his edit, they have already been refuted numerous times. Indeed, Jeffro77 himself refutes this claim in this very edit of his: to state again, therein Jeffro77 himself called Prof. Deutsch an """"eminent physicist"""" in his own words. So obviously Jeffro77 himself must consider Deutsch's endorsement of the physics of the Omega Point Theory to be noteworthy, and yet he deleted this endoresement in an area where Jeffro77 himself agrees that Deutsch is eminently qualified and replaced it with a large displayed quotation regarding a matter that Deutsch has no qualification or erudition in, even though the previous version already clearly mentioned that Deutsch disagrees that Omega Point is God. Moreover, in this edit Jeffro77 deletes all mention of the fact that an actual trained theologian, Prof. Wolfhart Pannenberg, who is one of the world's leading theologians, has defended the theology of the Omega Point Theory.

As well, Prof. Tipler himself has defended the theology of the Omega Point Theory and his identification of the Omega Point as being God in a peer-reviewed academic journal: see Frank J. Tipler, """"The Omega Point as Eschaton: Answers to Pannenberg's Questions for Scientists,"""" Zygon: Journal of Religion & Science, Vol. 24, Issue 2 (June 1989), pp. 217-253. Regarding the physics, Prof. Tipler has published his Omega Point Theory in many peer-reviewed science journals, including a number of the leading physics journals such as Reports on Progress in Physics (one of the world's leading physics journals) and Monthly Notices of the Royal Astronomical Society (one of the world's leading astrophysics journals). The Wikipedia article on the Omega Point Theory lists seven different mainstream peer-reviewed scientific journals in which Tipler's Omega Point Theory has been published (and that's not including the Zygon journal). That is quite a significant amount.

Jeffro77 is out of",0
. Thanks you the info,0
"Wikipedia:Date_formatting_and_linking_poll/Autoformatting_responses 

Regarding your comment in support of your opposition to date autoformatting, I'd like to make it clear that date autoformatting and date autolinking are two completely different issues.  It's currently possible (thanks to a recently installed patch by",0
"Killing Me-Åkerneset 

There is nothing in the article that is not completely true. The source is a book on the depopulated farms in the inner Storfjord, by Zacharias Ansok, based on interviews with still living farmers. It lays in a area that now is the UN list on World Heritage. I am aware that the translation may be clumsy, but the subject is of considerable cultural interest. (see also Ytste Skotet, Havretunet and Agatunet)The farms mentioned is under special protection of the national authorities. I therefore suggest you read more closely what I wrote above and that the tag shold be removed, as it is of considerable interest to thousands of Norwegian descendants living all over US.",0
"Guinnog, for someone who's such a stickler for references, you're being pretty lax here.  There are two Duncan Campbells.  One works for the Guardian and the other is an investigative journalist who obtained the Landslide hard drives and wrote the article in PC Pro Magazine.  If you're going to leave your latest revision in, you'll need to identify which Duncan Campbell has done the investigations.",0
hello everyone I hope someone looks me up anytime soon!,0
"""

""""no way of knowing whether that record relates to this person)"""" - Justlettersandnumbers

There is only one Phyllis Zagano in the United States:

http://www.whitepages.com/name/Phyllis-Zagano

http://find.intelius.com/results.php?ReportType=1&formname;=name&qf;=phyllis&qmi;=&qn;=zagano&qcs;=&focusfirst;=1

etc, etc

I am not sure why this Zagano article has turned into a p-ssing contest, but I am going to restore this if you don't present something more profound in the next 24 hours or so.

  """,0
"""

 Barnstar for you

""",0
"Not sure I agree Hateless. I guess maybe clarification is needed, is the weight category there to list the fighter's recent weight class, the exact weight of their last weigh-in, or to list their actual day to day weight? I see problems with each possibility, not least that fighters often don't weight exactly their weight class even on the weight-in day, much less the day before or the day after. However, this discussion is obviously relevant to more than just Rampage, where is the proper place to discuss this?",0
"I will be glad to have a look, thanks.",0
"No need to apologise, I would revert unexplained blanking.",0
"No, I don't care, and no I don't regret calling you what I did.  I appreciated the help you offered me before, but that's it.  That's just as much tyrany from you as I can take.  Stay to the television articles, as you've stated is your main focus, and leave the literature to others, for obviously, you're not too knowledgeable on the subject, especially when it comes to foreign matters away from your own boundaries.  It's funny that it's always YOU, nobody else.  Some random person removed those tags you left at The Rescuers article over a week ago, and even when that article is visited hundreds of times, no one has found the need to re-add them.  Perhaps it is just one person in the entire Wikipedia project that uses your criteria, yourself, because no one else had a problem with any of the other articles until YOU came along.  All three articles were reviewed, but only YOU felt the need to nominate them for deletion.  Just what criteria do you use that is so especial as no one else seems to use it?  I'm had enough of you, your arrogance and your tyrant-manners.",0
"""

He's made two edits. Both are disagreeable but minor. One was fixed well by you. The other was reversed by another IP who mischaracterized it as """"vandalism"""". This all seems pretty trivial; am I overlooking something? 

That matter aside: In """"Version D"""", can I not interest you in either (a) adding ISBNs to books or (b) formatting links to Google so that they are immediately understandable and don't force sideways scrolling?    """,0
"""

Image Tagging Image:GaylordCeiling2.jpg

 This media may be deleted.

Thanks for uploading Image:GaylordCeiling2.jpg. I notice the 'image' page currently doesn't specify who created the content, so the copyright status is unclear. If you have not created this media yourself then you need to argue that we have the right to use the media on Wikipedia (see copyright tagging below). If you have not created the media yourself then you should also specify where you found it, i.e., in most cases link to the website where you got it, and the terms of use for content from that page.

If the media also doesn't have a copyright tag then you must also add one. If you created/took the picture, audio, or video then you can use  to release it under the GFDL. If you believe the media qualifies as fair use, please read fair use, and then use a tag such as  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.

If you have uploaded other media, please check that you have specified their source and copyright tagged them, too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any unsourced and untagged images will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. Thank you. -T """,0
Groan! Protected for an additional two weeks and stern words dropped on Zoecraig's talk page.,0
"Kindly immediately cease, and decist destroying  biographical content to articles or any other Wikipedia page. You are in violation of Wikipedia policy. If you continue, you will be blocked from editing Wikipedia.  69.76.161.36",0
"""
 Undoing another editor's """"work""""? What """"work"""" do you mean? It is the other way around. ...  """,0
"""
Yeah, you'd better be kidding. (pulls trout from pocket) — (T•C••R) """,0
"Sikh word used erroneously for referring to Muslim fundamentalist

 Sikh word is used erroneously as Muslim Fundamentalist in section Popular culture. Sikhs and Muslim follow different religion.Sikhism ad Islam are separate religions.",0
"Hi. I've tried to post information about Marmaduke Explained, a relatively popular blog which lampoons Marmaduke several times. Here are several links to websites which validate my claim that people criticize Marmaduke:

http://www.collegehumor.com/article:1723880
http://www.pcmag.com/slideshow_viewer/0,1205,l%253D216520%2526a%253D216536%2526po%253D54,00.asp?p=y
http://www.npr.org/templates/story/story.php?storyId=6153865
http://ccinsider.comedycentral.com/cc_insider/2007/01/marmaduke_expla.html
http://fbdev.collegehumor.com/tag:marmaduke-explained/articles
http://godonnybrook.com/home/?p=608
http://www.bestweekever.tv/tag/Marmaduke
http://www.cnn.com/2008/TECH/05/01/roflcon.sidebar/index.html
http://www.knowledgehunter.info/wiki/Marmaduke

The last website is an article from a competitor of Wikipedia. I feel like these websites are more than ample proof of the existence of a blog which criticizes Marmaduke and would appreciate it if everyone stopped cockblocking me.

Thank you.",0
"Chillum 

FYI...chillum really does have breasts. They're not very nice. Cheers! 68.28.155.112",0
"Well so now I'm apparently not allowed to posts facts to support an article just because I may know someone. Hmm, sounds like it would be easier to provide facts if I did know someone. Anyways since I can't maybe wikipedia should do reasearch on the facts presented to them instead of completely ignoring them. Go ahead and file your damned report, I'm getting sick of you people pretending like this is an open encyclopedia anyways. You've been present with more than enough well documented facts by people other than myself that fall well within Wikipedia's guidelines and they still have yet to be posted. So all I have to say is take that report and stick it up your ass.",1
"maxipadboy2001

I am not doing any harm to that page. Please tell me how I'm doing harm to that page. I will stop editing the page now since no one wants me editing, but I am only sharing my opinion about my desire on the page.",0
"""
That's not me, and looks like you are the one doing the harassing, by adding that smiley face. Seek his grace """,0
"The Legend of Zelda: The Wind Waker FAR 

Hi! The Legend of Zelda FAR is still ongoing and has been moved to FARC. If you have the time, it would be appreciated if you could revisit your comments there, and perhaps give us your opinion as to whether the article should be kept as a FA or delisted. Thanks!",0
